Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
303.0,312.7,1426,46.8,99,0
303.0,312.7,2024,19.9,102,0
303.0,312.8,1648,32.1,104,0
303.1,312.9,1511,40.1,107,0
303.1,312.8,1465,44.1,109,0
303.0,312.7,1551,41.8,111,0
303.1,312.8,2329,15.1,113,0
303.1,312.8,1435,41.9,115,0
303.0,312.7,1361,48.8,120,0
303.0,312.7,1553,35.8,122,0
303.0,312.6,1451,42.1,125,0
303.0,312.5,1461,40.2,127,0
303.1,312.6,1895,23.5,129,0
303.1,312.6,1567,32.9,132,0
303.0,312.5,1602,33.7,135,0
303.1,312.6,1514,42.1,138,0
303.1,312.5,1453,49.1,140,0
303.0,312.4,1526,36.1,142,0
302.9,312.3,1339,52.1,145,0
302.9,312.3,1889,22.8,148,0
302.9,312.4,1561,34.8,150,0
302.9,312.4,1659,33.1,152,0
302.9,312.4,1424,49.5,155,0
302.9,312.3,1426,44.7,157,0
302.9,312.4,1383,51.4,160,0
302.8,312.3,1764,29.9,162,0
302.7,312.2,1439,42.5,164,0
302.7,312.2,1585,35.5,167,0
302.7,312.3,1346,61.2,170,0
302.8,312.3,1386,57.8,172,0
302.7,312.2,1369,51.8,174,0
302.7,312.1,1378,46.9,176,0
302.7,312.2,1336,46.8,179,0
302.6,312.1,1445,42.0,181,0
302.7,312.1,1763,26.5,184,0
302.7,312.2,1611,34.1,186,0
302.7,312.1,1564,32.1,188,0
302.7,312.1,1478,36.0,191,0
302.6,312.0,1781,28.5,196,0
302.6,312.1,1782,26.8,198,0
302.6,312.1,2000,21.9,200,0
302.5,312.0,1826,25.3,203,0
302.6,312.1,1344,51.0,206,0
302.6,312.2,1520,43.0,208,0
302.6,312.1,1611,39.9,210,0
302.7,312.2,1450,52.1,213,1
302.6,312.1,1499,35.0,215,0
302.6,312.1,1288,68.5,0,1
302.7,312.2,1350,58.6,2,0
302.9,312.4,1334,50.9,5,0
302.8,312.4,1376,57.1,8,0
302.8,312.4,1368,49.5,10,0
302.9,312.5,1357,55.0,12,0
302.9,312.5,1924,24.0,17,0
302.9,312.5,1551,40.0,20,0
302.9,312.5,1903,21.2,23,0
302.9,312.3,1417,48.7,26,0
302.7,312.1,1601,35.2,31,0
302.7,312.1,1543,37.5,33,0
302.6,312.1,1439,52.3,35,0
302.6,312.0,1657,29.3,37,0
302.8,312.2,1458,51.0,42,0
302.8,312.2,1746,27.4,44,0
302.9,312.2,1677,30.5,46,0
302.8,312.1,1520,39.9,48,0
302.9,312.2,1367,55.1,50,0
302.8,312.2,1509,36.5,52,0
302.8,312.1,1418,51.4,54,0
302.8,312.1,1958,20.3,56,0
302.8,312.2,1682,30.9,58,0
302.8,312.2,1452,50.3,60,0
302.7,312.0,1828,24.0,63,0
302.7,312.0,1484,41.5,65,0
302.6,312.0,1674,32.2,70,0
302.6,311.9,1448,49.5,72,0
302.5,311.8,2023,19.1,74,0
302.5,311.9,1452,47.4,77,0
302.6,312.0,1496,45.0,79,0
302.6,311.9,1397,46.9,82,0
302.6,311.9,1453,39.1,84,0
302.5,311.9,1524,34.8,86,0
302.6,311.9,1633,30.9,89,0
302.6,312.0,1363,45.7,91,0
302.5,311.9,1520,44.9,94,0
302.5,311.9,1532,38.8,96,0
302.4,311.8,1384,50.9,99,0
302.4,311.8,1539,39.9,101,0
302.3,311.8,1355,50.1,104,0
302.3,311.7,1504,37.3,107,0
302.4,311.8,1476,46.6,110,0
302.4,311.7,1721,26.9,112,0
302.3,311.7,1494,37.1,114,0
302.3,311.7,1465,43.5,117,0
302.3,311.8,1363,54.0,119,1
302.4,311.8,1648,30.0,122,0
302.3,311.8,1879,23.0,124,0
302.3,311.7,1482,39.0,127,0
302.4,311.8,1493,38.4,132,0
302.4,311.8,1433,42.2,134,0
302.3,311.7,1400,41.6,136,0
302.4,311.8,1255,59.0,138,0
302.2,311.7,1471,45.6,140,0
302.2,311.6,1357,44.2,142,0
302.3,311.7,1453,41.2,147,0
302.3,311.7,1540,28.9,149,0
302.3,311.8,1605,35.2,152,0
302.3,311.9,1374,52.4,154,0
302.3,311.9,1508,42.3,159,0
302.4,311.9,1366,47.3,162,0
302.5,312.0,1579,35.7,167,0
302.5,311.9,1306,59.7,172,0
302.5,312.0,1521,40.2,174,0
302.5,312.0,1411,44.2,177,0
302.5,312.0,1357,42.0,179,0
302.5,312.0,1436,43.5,184,0
302.5,311.9,1553,40.1,187,0
302.5,312.0,1451,43.2,189,0
302.4,311.9,1541,37.9,192,0
302.3,311.7,1341,46.3,194,0
302.3,311.7,1648,32.1,197,0
302.3,311.7,1640,31.5,199,0
302.4,311.8,1416,46.1,202,0
302.4,311.9,1671,29.9,204,0
302.4,312.0,1457,45.5,206,0
302.5,312.0,1445,54.8,0,0
302.5,312.1,1534,38.6,3,0
302.4,312.0,1508,36.9,5,0
302.4,312.1,1492,47.7,7,0
302.4,312.0,1562,37.9,10,0
302.4,312.0,1545,36.4,12,0
302.5,312.2,1738,25.3,14,0
302.4,312.0,1305,49.1,16,0
302.4,312.0,1477,39.7,18,0
302.4,312.0,1457,43.4,23,0
302.4,312.1,1455,40.4,28,0
302.5,312.2,1574,38.7,30,0
302.6,312.2,1695,27.1,32,0
302.6,312.2,1458,38.8,34,0
302.5,312.1,1454,47.6,37,0
302.5,312.0,2052,18.9,40,0
302.5,312.0,1673,29.9,42,0
302.4,311.9,1578,29.9,44,0
302.5,312.0,1642,29.1,46,0
302.4,311.8,1557,31.5,49,0
302.5,311.9,1481,42.9,52,0
302.5,311.8,1566,37.6,54,0
302.5,311.9,1298,57.5,57,0
302.5,311.9,1340,59.4,60,0
302.5,312.0,1574,33.8,63,0
302.5,311.9,1437,46.7,65,0
302.6,311.9,1354,48.0,67,0
302.6,311.9,1598,35.5,69,0
302.7,312.0,1944,21.4,71,0
302.7,312.0,1538,36.7,74,0
302.7,312.0,1501,37.0,77,0
302.8,312.1,1441,52.1,79,0
302.7,312.0,1652,31.0,81,0
302.8,312.1,1487,36.6,84,0
302.9,312.2,1605,33.9,86,0
302.9,312.1,1334,54.7,88,0
302.9,312.2,1340,57.8,90,0
302.9,312.2,1513,37.8,92,0
302.9,312.2,1510,41.4,94,0
302.9,312.2,1729,23.6,96,0
302.9,312.2,1745,25.5,98,0
303.1,312.3,1623,31.6,101,0
303.1,312.4,1378,50.1,104,0
303.1,312.4,1407,41.2,107,0
303.0,312.3,1674,29.5,109,0
303.0,312.3,1486,42.4,112,0
303.0,312.3,1483,38.8,114,0
303.0,312.2,1624,28.8,117,0
303.0,312.2,1257,71.3,122,1
303.0,312.3,1480,41.4,125,0
303.1,312.4,1404,61.5,127,1
303.0,312.4,1645,29.6,129,0
303.0,312.3,1932,21.9,132,0
303.0,312.3,1533,38.5,134,0
302.9,312.2,1292,54.4,136,0
302.9,312.2,1571,40.6,139,0
302.9,312.3,1578,36.3,141,0
302.8,312.2,1469,36.9,143,0
302.7,312.1,1728,24.4,146,0
302.7,312.1,1603,32.5,148,0
302.7,312.1,1597,39.8,153,0
302.7,312.1,1688,32.0,155,0
302.7,312.2,1405,51.4,157,0
302.8,312.2,1615,32.9,159,0
302.8,312.2,1515,36.8,162,0
302.7,312.2,1376,52.8,164,0
302.7,312.2,1447,47.5,166,0
302.6,312.2,1353,56.5,168,0
302.6,312.1,1502,47.3,171,0
302.6,312.0,1447,45.5,173,0
302.5,312.0,1487,46.1,175,0
302.6,312.1,1519,38.1,178,0
302.6,312.1,1668,28.7,180,0
302.6,312.1,1420,51.6,182,0
302.6,312.1,1473,37.3,184,0
302.5,312.0,1495,38.8,186,0
302.5,312.0,1574,42.0,188,0
302.5,312.0,1383,51.3,190,0
302.5,312.0,1591,29.4,192,0
302.4,311.8,1644,37.2,195,0
302.5,311.8,2370,14.7,198,0
302.5,311.9,1401,44.9,203,0
302.5,311.9,1414,51.6,205,0
302.5,312.0,1456,46.3,208,0
302.5,312.0,1447,45.7,210,0
302.4,311.8,1727,26.5,213,0
302.4,311.7,1495,36.8,215,0
302.3,311.6,1544,34.3,0,0
302.3,311.5,1387,47.3,2,0
302.3,311.5,1316,47.2,4,0
302.3,311.5,1794,26.1,7,0
302.2,311.4,1372,55.1,9,0
302.3,311.5,1674,30.0,12,0
302.2,311.4,1477,41.7,15,0
302.2,311.4,1397,53.0,17,0
302.2,311.5,1616,34.0,19,0
302.3,311.5,1530,42.3,21,0
302.2,311.4,1539,35.1,24,0
302.3,311.4,1845,21.9,27,0
302.2,311.4,1430,43.1,29,0
302.2,311.4,2080,19.2,31,0
302.2,311.4,1432,45.3,33,0
302.2,311.5,1479,39.5,36,0
302.2,311.5,1424,45.2,39,0
302.2,311.6,1534,37.2,41,0
302.1,311.6,1701,26.2,46,0
302.2,311.6,1462,50.0,51,0
302.2,311.7,1393,42.5,53,0
302.3,311.7,1453,42.5,56,0
302.3,311.8,1565,37.8,59,0
302.3,311.8,1281,51.7,61,0
302.2,311.7,1584,36.2,63,0
302.2,311.7,1466,49.0,66,0
302.2,311.6,1386,50.5,69,0
302.2,311.6,1383,44.3,72,0
302.3,311.6,1441,53.9,74,0
302.2,311.6,1592,37.7,79,0
302.2,311.6,1594,36.8,82,0
302.2,311.5,1482,45.6,87,0
302.2,311.6,1658,31.4,89,0
302.3,311.7,2170,18.2,91,0
302.3,311.7,1423,44.6,93,0
302.4,311.8,1543,31.1,96,0
302.3,311.8,1435,44.8,98,0
302.4,311.8,1320,56.4,100,0
302.4,311.9,1313,55.7,102,0
302.4,311.8,1453,42.1,105,0
302.4,311.8,1508,45.7,108,0
302.4,311.8,1451,42.0,110,0
302.5,311.9,1595,34.6,112,0
302.5,311.9,1354,49.4,117,0
302.5,311.9,1265,59.8,119,0
302.4,311.9,1867,25.9,121,0
302.5,311.9,1497,41.6,123,0
302.5,311.9,1347,54.3,125,0
302.3,311.7,1544,43.2,128,0
302.3,311.7,1456,45.4,130,0
302.5,311.8,1335,52.7,135,0
302.4,311.9,1452,43.1,137,0
302.4,311.9,1290,70.0,139,1
302.4,311.8,1448,43.4,141,0
302.3,311.7,1611,38.6,143,0
302.2,311.7,1556,38.6,145,0
302.2,311.7,1413,46.5,147,0
302.2,311.6,1545,35.9,152,0
302.2,311.7,1330,54.6,154,0
302.2,311.9,1596,38.0,156,0
302.2,311.8,1618,36.0,158,0
302.2,311.9,1597,35.8,160,0
302.3,312.0,1354,52.2,165,0
302.3,312.0,1746,28.1,167,0
302.4,312.0,1621,32.5,169,0
302.3,312.0,1398,43.3,171,0
302.3,311.9,1434,51.9,173,0
302.3,311.8,1443,43.4,175,0
302.2,311.7,1488,44.6,178,0
302.3,311.8,1475,48.0,180,0
302.3,311.8,1433,50.3,183,0
302.3,311.8,1557,34.1,185,0
302.4,311.9,1398,50.1,188,0
302.3,311.8,1559,34.4,191,0
302.4,311.9,1422,46.4,194,0
302.3,311.8,1463,35.7,197,0
302.3,311.7,1793,25.3,200,0
302.2,311.6,1872,20.4,202,0
302.2,311.7,1412,44.5,204,0
302.3,311.8,1487,43.2,206,0
302.3,311.8,1369,56.2,208,1
302.4,311.8,1673,30.1,210,0
302.4,311.9,1439,36.6,212,0
302.3,311.8,1574,42.8,215,0
302.3,311.7,1281,48.8,0,0
302.2,311.7,1653,31.4,2,0
302.3,311.7,1535,38.3,5,0
302.3,311.7,1483,40.5,8,0
302.3,311.7,1414,47.0,11,0
302.2,311.6,1379,42.9,13,0
302.2,311.5,1482,42.6,16,0
302.1,311.5,1987,20.1,21,0
302.1,311.5,1635,31.6,23,0
302.1,311.5,1533,39.4,26,0
302.2,311.7,1576,34.0,28,0
302.2,311.8,1330,62.4,31,0
302.2,311.8,1981,21.8,36,0
302.3,311.8,1475,42.8,38,0
302.3,311.8,1804,25.0,43,0
302.2,311.6,1416,54.1,48,0
302.1,311.5,1727,27.7,50,0
302.1,311.4,1391,49.2,52,0
302.0,311.5,1366,52.3,54,0
301.9,311.3,1366,55.6,57,0
301.9,311.3,1501,40.8,59,0
301.8,311.3,1551,35.8,61,0
301.9,311.3,1522,35.6,63,0
301.9,311.2,1369,49.8,66,0
301.8,311.2,1334,52.3,68,0
301.8,311.2,1451,39.4,70,0
301.7,311.2,1589,37.9,75,0
301.7,311.3,1708,30.5,77,0
301.7,311.2,1413,42.6,79,0
301.6,311.2,1415,46.5,82,0
301.7,311.3,1421,45.9,85,0
301.7,311.3,1348,51.0,87,0
301.6,311.2,1408,42.9,89,0
301.6,311.2,1525,43.7,91,0
301.6,311.3,1706,29.9,93,0
301.6,311.2,1395,46.8,95,0
301.5,311.1,1602,34.3,100,0
301.6,311.1,1907,21.5,102,0
301.6,311.1,1325,49.2,104,0
301.6,311.1,1408,44.4,106,0
301.7,311.1,1489,41.4,108,0
301.6,311.1,1680,29.2,111,0
301.7,311.2,1517,42.4,113,0
301.7,311.1,1618,36.7,115,0
301.7,311.1,1455,39.8,118,0
301.8,311.1,1543,36.4,120,0
301.8,311.1,1399,41.8,125,0
301.7,311.1,1469,37.2,128,0
301.7,311.2,1521,36.7,130,0
301.7,311.3,1584,38.8,132,0
301.8,311.5,1443,43.3,134,0
301.8,311.5,1416,49.0,136,0
301.7,311.2,1563,34.5,139,0
301.8,311.3,1542,40.1,142,0
301.8,311.3,1624,31.6,145,0
301.8,311.3,1471,44.2,148,0
301.9,311.5,1492,40.8,150,0
301.9,311.4,1465,39.9,153,0
301.7,311.1,1399,55.1,156,0
301.6,311.0,1431,42.6,158,0
301.5,310.9,1600,39.0,160,0
301.5,310.8,1593,34.5,162,0
301.5,310.9,1469,44.7,164,0
301.5,310.8,1413,44.6,166,0
301.4,310.8,1490,38.0,168,0
301.5,310.9,1671,31.1,170,0
301.5,310.9,1365,46.5,172,0
301.4,310.9,1557,39.3,174,0
301.4,310.9,1440,45.4,177,0
301.4,310.9,1489,38.9,179,0
301.4,311.0,1733,25.7,182,0
301.3,311.0,1580,36.6,184,0
301.3,311.0,1856,21.9,189,0
301.3,311.1,1454,40.3,191,0
301.4,311.1,1495,36.3,193,0
301.2,311.0,1761,29.1,195,0
301.3,311.0,1402,47.5,197,0
301.2,311.0,1670,33.0,200,0
301.3,311.0,1582,35.6,202,0
301.3,311.0,1542,35.1,204,0
301.3,311.0,1539,36.9,206,0
301.3,311.0,1418,41.9,208,0
301.3,311.1,1723,27.6,210,0
301.3,311.1,1303,49.2,212,0
301.3,311.0,1463,50.2,214,0
301.2,311.0,1544,39.3,217,0
301.2,311.0,1596,37.2,219,0
301.3,311.1,1413,42.0,221,0
301.3,311.1,1492,41.2,223,0
301.3,311.1,1624,40.9,0,0
301.3,311.1,1504,39.1,2,0
301.2,311.1,1574,34.3,4,0
301.3,311.2,1438,42.4,7,0
301.3,311.3,1474,50.7,10,0
301.3,311.2,1675,32.1,12,0
301.3,311.2,1457,44.5,14,0
301.3,311.3,1434,49.8,16,0
301.3,311.2,1668,30.1,18,0
301.2,311.1,1550,39.7,20,0
301.3,311.1,1834,25.4,22,0
301.4,311.2,1476,36.5,25,0
301.4,311.2,1541,36.3,28,0
301.3,311.1,1581,30.9,31,0
301.3,311.1,1678,30.7,34,0
301.4,311.2,1355,50.6,37,0
301.5,311.2,1700,28.8,39,0
301.4,311.1,1462,37.1,41,0
301.4,311.2,1727,26.5,43,0
301.4,311.3,1674,33.3,46,0
301.4,311.3,1397,42.3,48,0
301.4,311.3,2323,15.9,50,0
301.4,311.2,1434,47.6,52,0
301.3,311.1,1560,35.3,55,0
301.2,311.0,1573,32.8,57,0
301.2,310.9,1798,22.3,59,0
301.2,311.0,1567,35.1,64,0
301.2,310.9,1416,53.3,66,0
301.2,310.9,1424,45.2,68,0
301.2,310.9,1598,35.9,71,0
301.3,310.9,1760,23.9,76,0
301.3,311.0,1348,44.5,78,0
301.3,311.0,1542,33.6,80,0
301.3,310.9,1566,33.1,82,0
301.3,311.0,1554,47.7,84,0
301.4,311.0,1470,40.6,86,0
301.4,311.1,1758,25.4,88,0
301.4,311.0,1486,36.5,91,0
301.5,311.1,1402,40.0,94,0
301.5,311.1,1459,45.1,97,0
301.5,311.0,1494,45.3,99,0
301.5,311.1,1731,27.9,101,0
301.5,311.1,2076,18.7,103,0
301.5,311.1,2055,16.8,105,0
301.5,311.1,1469,49.5,107,0
301.5,311.0,1504,42.6,109,0
301.5,311.1,1396,43.5,112,0
301.5,311.1,1660,33.8,115,0
301.5,311.0,1577,39.7,118,0
301.5,311.1,1426,52.1,121,0
301.5,311.1,1458,41.4,123,0
301.4,311.0,1533,45.8,125,0
301.4,311.0,1701,28.4,127,0
301.5,311.1,1434,49.6,129,0
301.4,311.1,1952,22.7,131,0
301.4,311.1,1469,36.9,133,0
301.4,311.1,1800,26.0,135,0
301.3,311.1,1438,43.0,137,0
301.3,311.1,1647,28.2,140,0
301.4,311.1,1494,41.9,142,0
301.4,311.1,1445,41.4,144,0
301.5,311.1,1507,38.6,149,0
301.4,311.0,1234,55.8,152,0
301.4,311.0,1634,32.6,155,0
301.4,311.0,1334,53.3,157,0
301.4,311.1,1472,44.5,159,0
301.3,311.0,1410,52.7,161,0
301.2,310.9,1597,37.9,164,0
301.2,310.9,1460,46.7,166,0
301.1,310.8,1274,55.7,169,0
301.0,310.7,1517,40.2,171,0
301.0,310.7,1300,57.2,174,0
300.9,310.6,1686,27.7,176,0
300.9,310.7,1485,41.0,181,0
301.0,310.7,1464,45.8,184,0
300.9,310.6,1598,35.4,186,0
300.9,310.5,1894,21.9,188,0
300.8,310.5,1330,59.0,190,0
300.8,310.5,1582,31.1,193,0
300.7,310.3,1533,35.6,198,0
300.8,310.4,1419,46.4,200,0
300.8,310.3,1526,36.3,205,0
300.7,310.2,1364,65.3,208,1
300.8,310.3,1458,43.4,0,0
300.8,310.4,1288,64.0,3,0
300.7,310.3,1659,29.8,6,0
300.7,310.2,1479,52.3,9,0
300.7,310.3,1592,36.0,14,0
300.6,310.2,1532,38.7,16,0
300.6,310.2,1555,41.9,19,0
300.6,310.2,1341,52.6,21,0
300.6,310.1,1541,42.0,23,0
300.6,310.3,1414,50.6,25,0
300.5,310.2,1764,25.9,27,0
300.5,310.3,1336,57.1,29,0
300.5,310.3,1435,43.3,31,0
300.4,310.3,1537,35.0,33,0
300.3,310.2,1369,48.8,36,0
300.2,310.1,1619,31.3,38,0
300.2,310.1,1440,51.1,41,0
300.2,310.1,1649,30.5,43,0
300.2,310.1,1550,38.7,45,0
300.3,310.2,1471,45.2,48,0
300.3,310.3,1483,51.6,50,0
300.3,310.4,1336,54.4,52,0
300.5,310.5,1515,36.6,54,0
300.5,310.5,1373,47.4,56,0
300.6,310.5,1454,51.2,58,0
300.5,310.5,1646,34.5,63,0
300.5,310.4,1548,37.3,65,0
300.6,310.5,1462,41.3,68,0
300.5,310.4,1702,33.1,71,0
300.5,310.5,1409,60.9,73,0
300.6,310.6,1427,52.8,75,0
300.6,310.7,1438,48.5,78,1
300.7,310.7,1450,43.4,80,0
300.7,310.7,1541,41.3,82,0
300.7,310.6,1484,38.0,84,0
300.8,310.8,1415,44.5,87,0
300.7,310.8,1496,46.4,90,0
300.7,310.8,1465,45.2,92,0
300.7,310.8,2113,18.5,95,0
300.7,310.8,1506,44.0,97,0
300.7,310.8,1689,28.9,100,0
300.7,310.9,1650,29.4,102,0
300.7,310.8,1563,33.8,104,0
300.7,310.9,1486,38.9,106,0
300.8,310.9,1732,25.7,109,0
300.7,310.8,1653,31.6,111,0
300.7,310.9,1535,37.1,113,0
300.7,310.9,1637,37.2,115,0
300.6,310.8,1533,38.5,117,0
300.6,310.8,1378,51.2,119,0
300.5,310.7,1606,33.5,121,0
300.3,310.7,1539,32.3,123,0
300.5,310.8,1728,26.3,125,0
300.4,310.7,1656,36.3,127,0
300.5,310.8,1631,30.5,132,0
300.5,310.9,1447,46.5,137,0
300.4,310.8,1396,49.3,142,0
300.4,310.8,1390,52.5,144,0
300.4,310.8,1348,56.0,146,0
300.4,310.8,1491,35.9,148,0
300.4,310.8,1520,37.6,151,0
300.5,310.8,1509,33.0,153,0
300.5,310.8,1445,46.6,155,0
300.5,310.8,1354,51.8,157,0
300.5,310.7,1488,39.4,159,0
300.5,310.7,1654,28.6,161,0
300.5,310.6,1378,51.5,166,0
300.6,310.7,1750,30.6,171,0
300.5,310.6,1448,46.3,173,0
300.6,310.7,1501,45.3,175,0
300.6,310.7,1654,32.0,180,0
300.7,310.7,1347,46.5,183,0
300.7,310.8,1486,37.1,186,0
300.8,310.8,1466,45.2,188,0
300.7,310.8,1346,52.0,193,0
300.7,310.7,1314,42.4,198,0
300.6,310.7,1440,52.5,200,0
300.7,310.8,1608,39.5,202,0
300.7,310.8,1296,58.2,204,0
300.7,310.7,1507,46.1,209,0
300.7,310.7,1343,51.6,211,0
300.7,310.7,1416,40.4,214,0
300.7,310.6,1288,47.2,216,0
300.7,310.6,1407,42.4,218,0
300.6,310.4,1608,39.2,221,0
300.6,310.3,1920,22.3,223,0
300.5,310.2,1386,48.2,225,0
300.5,310.2,1571,34.6,228,0
300.4,310.2,1613,36.9,231,0
300.4,310.2,1671,30.5,234,1
300.4,310.2,1431,43.2,0,0
300.4,310.2,1380,47.3,5,0
300.5,310.3,1683,31.5,8,0
300.4,310.2,1529,36.2,10,0
300.5,310.4,1761,26.5,12,0
300.6,310.5,1570,38.3,14,0
300.6,310.5,2156,18.0,16,0
300.7,310.6,1349,54.5,19,0
300.7,310.7,1431,39.3,22,0
300.6,310.6,1931,22.0,24,0
300.7,310.7,1428,43.4,26,0
300.8,310.8,1564,36.2,31,0
300.8,310.9,1425,44.0,33,0
300.7,310.8,1597,30.5,38,0
300.8,310.8,1618,32.8,40,0
300.8,310.8,1520,38.0,45,0
300.7,310.7,1425,45.3,48,0
300.8,310.9,1398,38.2,50,0
300.8,310.9,1557,31.6,52,0
300.7,310.8,1519,43.9,55,0
300.7,310.8,1619,34.9,57,0
300.7,310.8,1814,21.4,59,0
300.7,310.9,1521,39.4,61,0
300.7,310.9,1369,51.2,63,0
300.7,310.9,1356,65.3,66,1
300.7,311.0,1336,53.3,68,0
300.7,311.0,1403,48.3,70,0
300.7,311.0,1413,44.3,72,0
300.6,310.9,1472,47.6,75,0
300.7,310.8,1452,47.9,77,0
300.6,310.7,1397,53.7,80,0
300.6,310.7,1455,40.6,82,0
300.7,310.8,1754,27.7,84,0
300.6,310.9,1471,37.9,86,0
300.6,310.8,1389,48.1,88,0
300.6,310.9,1702,30.3,91,0
300.6,311.0,1401,54.6,94,0
300.7,311.1,1426,46.2,97,0
300.7,311.0,1496,38.3,99,0
300.6,310.9,1433,42.6,101,0
300.7,311.1,1438,46.6,103,0
300.7,311.0,1418,49.3,106,0
300.8,311.0,1580,36.6,109,0
300.7,310.9,1468,41.8,112,0
300.8,310.9,1522,41.7,115,0
300.8,310.9,1311,55.8,118,0
300.9,311.0,1316,56.5,120,0
300.9,311.0,1853,23.6,122,0
300.9,311.0,1556,38.8,127,0
300.9,311.0,1567,34.3,130,0
300.9,311.1,1546,37.7,133,0
300.9,311.0,1382,51.2,136,0
300.9,311.0,2003,20.2,138,0
300.8,310.9,1748,29.9,140,0
300.7,310.8,1518,40.1,142,0
300.7,310.8,1475,42.0,147,0
300.8,310.8,1634,29.2,149,0
300.8,310.8,1689,32.9,151,0
300.9,310.9,1636,35.3,153,0
300.9,311.0,2235,15.8,156,0
301.0,311.1,1615,35.6,158,0
301.1,311.1,1618,29.5,160,0
301.1,311.2,1407,53.0,165,0
301.1,311.1,1450,43.3,168,0
301.1,311.1,1889,23.8,170,0
301.0,310.9,1568,38.2,172,0
301.0,311.0,1804,25.8,174,0
301.0,311.0,1582,37.5,176,0
301.0,310.9,2047,17.9,178,0
300.9,310.9,1601,34.0,181,0
300.9,310.9,1615,32.0,183,0
300.9,310.8,1452,43.6,185,0
300.9,310.8,1695,30.2,188,0
300.9,310.8,1790,26.2,191,0
301.0,310.8,1533,39.3,194,0
301.0,310.9,1813,28.5,197,0
301.0,310.9,1492,36.7,199,0
300.9,310.7,1479,43.3,201,0
300.8,310.7,1339,59.1,203,1
300.8,310.7,1371,44.7,205,0
300.9,310.7,1468,36.2,208,0
300.9,310.7,1517,41.7,210,0
300.9,310.7,1352,46.4,212,0
300.9,310.7,1389,50.0,214,0
300.8,310.6,1505,36.2,0,0
300.9,310.6,1538,36.7,3,0
300.9,310.8,1482,37.0,5,0
300.9,310.8,1599,33.0,7,0
300.9,310.8,1476,39.0,10,0
300.9,310.7,1509,37.5,12,0
300.9,310.8,1708,29.1,14,0
300.9,310.7,1412,57.5,16,0
300.9,310.7,1658,28.5,18,0
301.0,310.8,1375,57.2,20,0
300.9,310.8,1402,48.1,22,0
300.9,310.7,1452,47.3,25,0
300.8,310.7,1483,40.8,28,0
300.9,310.8,1477,38.4,31,0
300.8,310.7,1924,22.4,36,0
300.9,310.7,1609,28.7,39,0
300.8,310.7,1886,21.1,44,0
300.7,310.6,1616,29.6,47,0
300.7,310.7,1442,43.2,49,0
300.8,310.8,1407,45.1,51,0
300.8,310.8,1461,41.3,53,0
300.8,310.9,1522,46.2,56,0
300.9,311.0,1432,48.1,59,0
300.9,311.0,1438,49.0,61,0
300.8,310.9,1678,28.1,63,0
300.8,310.9,1514,38.7,66,0
300.7,310.8,1534,41.3,69,0
300.7,310.8,1486,41.2,71,0
300.7,310.8,1925,22.0,74,0
300.7,310.8,1724,30.0,76,0
300.8,310.8,1549,35.5,79,0
300.8,310.9,1457,47.7,82,0
300.8,310.9,1453,43.9,84,0
300.8,311.0,1578,44.4,86,0
300.9,311.1,1325,61.4,88,0
300.9,311.1,1471,39.3,91,0
300.9,311.2,1472,40.0,93,0
300.9,311.1,1457,37.4,96,0
301.0,311.0,1402,55.3,98,0
300.9,310.9,1477,41.5,100,0
300.9,310.9,1727,30.1,102,0
300.9,310.9,1995,20.2,105,0
300.9,310.9,1370,52.5,107,0
300.9,310.9,1228,66.4,109,0
300.9,311.0,1499,38.0,111,0
301.0,311.0,1508,46.9,113,0
301.0,310.9,1473,44.2,116,0
301.0,311.0,1640,37.6,118,0
301.1,311.1,1429,42.5,123,0
301.1,311.1,1470,40.9,125,0
301.0,311.0,1581,37.0,127,0
301.0,310.9,1740,28.9,129,0
300.9,310.8,1390,40.6,131,0
300.9,310.8,1988,19.7,136,0
300.8,310.7,1452,43.0,139,0
300.8,310.7,1586,33.4,142,0
300.8,310.7,1589,34.3,144,0
300.8,310.8,1486,45.7,146,0
300.9,310.9,1755,27.9,148,0
301.0,310.9,1575,34.6,150,0
301.1,311.1,1615,37.7,153,0
301.1,311.1,1436,41.8,156,0
301.1,311.1,1470,40.6,159,0
301.1,311.1,2089,19.8,162,0
301.1,311.2,1564,37.0,165,0
301.0,311.1,1420,47.4,167,0
301.1,311.1,1711,29.1,170,0
301.1,311.2,1555,35.3,172,0
301.1,311.1,1592,35.7,174,0
301.0,311.1,1236,64.4,177,1
301.0,310.9,1765,24.2,179,0
301.0,311.0,1634,31.2,182,0
301.1,311.1,1508,41.5,184,0
301.1,311.2,1774,29.6,186,0
301.1,311.0,1677,29.1,188,0
301.0,311.0,1399,58.0,190,1
301.0,310.9,1570,34.0,192,0
301.0,310.9,1479,44.3,194,0
301.0,310.8,1558,34.9,196,0
300.8,310.7,1358,48.1,198,0
300.9,310.7,1656,30.7,200,0
300.9,310.7,1523,35.8,205,0
300.9,310.7,1403,40.6,207,0
300.9,310.7,1362,51.6,212,0
300.7,310.6,1778,27.1,215,0
300.7,310.5,1448,38.2,218,0
300.8,310.5,1559,40.1,220,0
300.8,310.6,1416,42.2,225,0
300.8,310.6,1577,37.9,227,1
300.8,310.7,1633,27.8,0,0
300.9,310.7,1573,31.2,2,0
300.9,310.8,1517,44.3,4,0
301.0,310.9,1515,37.3,6,0
